cup|n|kʌp|780|чашка|I need a cup of coffee.|Мені потрібна чашка кави.
curry|n|ˈkʌri|NULL|каррі; соус каррі|I love Indian curry.|Я люблю індійське каррі.
dessert|n|dɪˈzɜːrt|4311|десерт|We had ice cream for dessert.|На десерт у нас було морозиво.  
diet|n|ˈdaɪət|2158|дієта; харчування|She follows a healthy diet./His diet consists mainly of vegetables.|Вона дотримується здорової дієти./Його харчування складається переважно з овочів.  
dinner|n|ˈdɪnər|1080|вечеря|We had pasta for dinner./They invited us to dinner.|На вечерю у нас була паста./Вони запросили нас на вечерю.  
dish|n|dɪʃ|1950|страва; посуд|She prepared a delicious Italian dish for dinner.|Вона приготувала смачну італійську страву на вечерю.
drink|v|drɪŋk|2040|пити|He drank a glass of water.|Він випив склянку води.
duck|n|dʌk|3553|качка|The duck swam in the pond.|Качка плавала в ставку.
eat|v|it|544|їсти|She eats an apple every morning.|Вона їсть яблуко щоранку.
egg|n|ɛɡ|1383|яйце|I had an egg for breakfast.|Я з’їв яйце на сніданок.
fish|n|fɪʃ|4877|риба|He caught a big fish.|Він спіймав велику рибу.
flour|n|ˈflaʊər|3460|борошно|I need flour to bake bread.|Мені потрібно борошно, щоб спекти хліб.
fork|n|fɔːk|3797|вилка; розвилка|She picked up her fork to eat.|Вона взяла вилку, щоб їсти.
fresh|adj|frɛʃ|1109|свіжий; новий|We bought some fresh vegetables.|Ми купили свіжих овочів.
fruit juice|n|ˈfruːt dʒuːs|NULL|фруктовий сік|He drank a glass of fruit juice.|Він випив склянку фруктового соку.
fruit|n|fruːt|1672|фрукт; плід|She ate a piece of fruit for dessert.|Вона з'їла шматочок фрукта на десерт.
fry|v|fraɪ|NULL|смажити; обсмажувати|Fry the eggs until they're golden.|Смажте яйця, доки вони не стануть золотистими.
frying pan|n|ˈfraɪɪŋ pæn|NULL|сковорода|She heated the frying pan for pancakes.|Вона нагріла сковороду для млинців.
glass|n|ɡlɑːs|823|скло; склянка|The window is made of glass./Can I have a glass of water?|Вікно зроблене зі скла./Чи можу я отримати склянку води?
grape|n|ɡreɪp|4818|виноград|She ate some grapes for a snack.|Вона з'їла кілька виноградів як перекус.
grill|v/n|ɡrɪl|NULL|гриль; смажити на грилі|We'll use the grill for cooking./Grill the vegetables for a smoky flavor.|Ми будемо використовувати гриль для приготування./Засмажте овочі для димного смаку.
honey|n|ˈhʌni|2956|мед|She likes to sweeten her tea with honey.|Вона любить підсолоджувати чай медом.
hot|adj|hɒt|722|гарячий|The coffee is too hot to drink.|Кава занадто гаряча, щоб її пити.
hungry|adj|ˈhʌŋɡri|3208|голодний|I'm very hungry right now.|Зараз я дуже голодний.
ice cream|n|ˈaɪs ˌkriːm|NULL|морозиво|Let's have some ice cream on this hot day.|Давайте з'їмо морозиво в цей спекотний день.
ingredients|n|ɪnˈɡriːdiənts|NULL|інгредієнти|Check the ingredients on the label.|Перевірте інгредієнти на етикетці.
jam|n|dʒæm|NULL|джем; варення|She spread some jam on her toast.|Вона намастила джем на свій тост.
jug|n|dʒʌɡ|NULL|глечик|She poured the milk into a jug.|Вона налила молоко в глечик.
juice|n|dʒuːs|2329|сік|He drank a glass of orange juice.|Він випив склянку апельсинового соку.
knife|n|naɪf|2261|ніж|He cut the bread with a sharp knife.|Він різав хліб гострим ножем.
lamb|n|læm|NULL|ягня; баранина|They served roast lamb for dinner.|На вечерю подали смажену баранину.
lemon|n|ˈlɛmən|3207|лимон|She squeezed a lemon into her tea.|Вона видавила лимон у свій чай.
lemonade|n|ˌlɛməˈneɪd|NULL|лимонад|Would you like some lemonade?|Чи хочеш ти лимонаду?
lettuce|n|ˈlɛtɪs|NULL|салат|She put some lettuce in the salad.|Вона додала трохи салату в салат.
loaf|n|ləʊf|NULL|буханець; хліб|He bought a loaf of bread.|Він купив буханець хліба.
lunch|n|lʌntʃ|1595|обід|We had lunch at noon.|Ми обідали опівдні.
meat|n|miːt|1802|м'ясо|She doesn't eat meat.|Вона не їсть м'ясо.
melon|n|ˈmɛlən|NULL|диня|The melon was very sweet.|Диня була дуже солодка.
menu|n|ˈmɛnjuː|3113|меню|Can you bring me the menu, please?|Можете принести меню, будь ласка?
microwave|n|ˈmaɪkrəweɪv|NULL|мікрохвильовка|I'll heat up the leftovers in the microwave.|Я розігрію залишки їжі в мікрохвильовці.
milk|n|mɪlk|2050|молоко|Would you like milk in your coffee?|Чи бажаєте ви молока в каву?
mineral water|n|ˈmɪnərəl ˈwɔːtə|NULL|мінеральна вода|I prefer to drink mineral water.|Я віддаю перевагу пити мінеральну воду.
mushroom|n|ˈmʌʃruːm|4298|гриб|She added some mushrooms to the stew.|Вона додала кілька грибів до рагу.
mustard|n|ˈmʌstəd|NULL|гірчиця|He likes his sandwich with mustard.|Він любить свій сендвіч з гірчицею.
oil|n|ɔɪl|547|олія; нафта|She cooks with olive oil./The country is rich in oil.|Вона готує з оливковою олією./Країна багата на нафту.
omelette|n|ˈɒmlɪt|NULL|омлет|I'd like an omelette for breakfast.|Я б хотів омлет на сніданок.
onion|n|ˈʌnjən|2590|цибуля|She chopped an onion for the soup.|Вона нарізала цибулю для супу.
orange|adj|ˈɒrɪndʒ|3303|помаранчевий|She wore an orange dress to the party.|Вона одягла помаранчеву сукню на вечірку.
pan|n|pæn|2501|сковорода|Heat the oil in a large pan.|Нагрійте олію у великій сковороді.
pasta|n|ˈpæstə|4546|макарони|I cooked pasta for dinner.|Я приготував макарони на вечерю.
pastry|n|ˈpeɪstri|NULL|випічка; кондитерські вироби|She bought some delicious pastries from the bakery.|Вона купила смачну випічку в пекарні.
pea|n|piː|NULL|горох|She added peas to the soup.|Вона додала горох у суп.
peanut|n|ˈpiːnʌt|4682|арахіс|He is allergic to peanuts.|Він має алергію на арахіс.
pear|n|peər|NULL|груша|I ate a juicy pear for breakfast.|Я з'їв соковиту грушу на сніданок.
pepper|n|ˈpɛpər|1937|перець|He added salt and pepper to the soup.|Він додав сіль та перець у суп.
pie|n|paɪ|3352|пиріг|She baked an apple pie.|Вона спекла яблучний пиріг.
pizza|n|ˈpiːtsə|3956|піца|We ordered a large pizza for dinner.|Ми замовили велику піцу на вечерю.
plate|n|pleɪt|1534|тарілка|Please pass me that plate.|Будь ласка, передай мені ту тарілку.
potato|n|pəˈteɪtəʊ|2273|картопля|We had roasted potatoes for dinner.|Ми їли запечену картоплю на вечерю.
recipe|n|ˈrɛsɪpi|2532|рецепт|Can you share the recipe for this cake?|Чи можете ви поділитися рецептом цього торта?
refreshments|n|rɪˈfrɛʃmənts|NULL|освіжаючі напої; закуски|Refreshments will be served after the meeting.|Освіжаючі напої та закуски будуть подані після зустрічі.
rice|n|raɪs|2763|рис|We had chicken with rice for dinner.|Ми їли курку з рисом на вечерю.
roast|v|roʊst|NULL|запікати|She roasted the chicken for dinner.|Вона запікала курку на вечерю.
roll|v|roʊl|2548|котитися; сукати|The ball began to roll down the hill./She rolled the dough into a ball.|Куля почала котитися вниз по схилу./Вона скатала тісто в кулю.
salad|n|ˈsæləd|2797|салат|She made a fresh salad for lunch.|Вона приготувала свіжий салат на обід.
salt|n|sɔːlt|1580|сіль|Can you pass the salt, please?|Чи можете передати сіль, будь ласка?
sandwich|n|ˈsænwɪdʒ|3564|сандвіч|He made himself a ham sandwich.|Він зробив собі сандвіч з шинкою.
saucer|n|ˈsɔːsər|NULL|блюдце|She placed the cup on the saucer.|Вона поставила чашку на блюдце.
sausage|n|ˈsɒsɪdʒ|NULL|ковбаса; сосиска|He grilled sausages for the barbecue./I'll have a sausage roll.|Він смажив ковбаси на барбекю./Я візьму сосиску в тісті.
slice|n|slaɪs|3954|шматок; нарізати|Can I have a slice of cake?/Slice the bread thinly.|Чи можу я взяти шматок торта?/Наріж хліб тонкими скибками.
snack|n|snæk|NULL|перекус|I usually have a snack in the afternoon.|Я зазвичай перекушую в післяобідній час.
soft drink|n|ˈsɒft drɪŋk|NULL|безалкогольний напій|I'd like a soft drink, please.|Будь ласка, я хотів би безалкогольний напій.
soup|n|suːp|3021|суп|She made vegetable soup for dinner.|Вона приготувала овочевий суп на вечерю.
sour|adj|ˈsaʊər|NULL|кислий|This lemon is very sour.|Цей лимон дуже кислий.
spinach|n|ˈspɪnɪtʃ|NULL|шпинат|Spinach is good for your health.|Шпинат корисний для здоров'я.
spoon|n|spuːn|4384|ложка|Can you pass me a spoon?|Чи можете передати мені ложку?
steak|n|steɪk|4688|стейк|I'll have the steak, medium-rare.|Я візьму стейк, середньо-слабкого прожарювання.
strawberry|n|ˈstrɔːbəri|NULL|полуниця|She made a pie with fresh strawberries.|Вона приготувала пиріг зі свіжою полуницею.
sugar|n|ˈʃʊɡər|1600|цукор|Can you pass the sugar, please?|Чи можете передати цукор, будь ласка?
sweet|adj|swiːt|1576|солодкий|This cake is too sweet for me.|Цей торт для мене занадто солодкий.
taste|v|teɪst|2696|смакувати|Taste this soup and tell me if it needs more salt.|Спробуй цей суп і скажи, чи потрібно додати більше солі.
tea|n|tiː|2183|чай|Would you like some tea?|Чи хочеш ти чаю?
thirsty|adj|ˈθɜːsti|NULL|спраглий|After the long walk, I'm very thirsty.|Після довгої прогулянки я дуже спраглий.
toast|n|toʊst|NULL|тост|I like my toast with butter.|Мені подобається тост з маслом.
tomato|n|təˈmeɪtoʊ|2422|помідор|She made a salad with fresh tomatoes.|Вона зробила салат зі свіжими помідорами.
turkey|n|ˈtɜːrki|3775|індичка|We're having turkey for dinner.|На вечерю у нас індичка.
vanilla|n|vəˈnɪlə|NULL|ваніль|I like vanilla ice cream.|Мені подобається ванільне морозиво.
vegetable|n|ˈvɛdʒtəbl|1948|овоч|Eat your vegetables.|Їж овочі.
vegetarian|adj|ˌvɛdʒəˈteəriən|NULL|вегетаріанець|She's been a vegetarian for years.|Вона вегетаріанка вже багато років.

Category: Health Medicine and Exercise
accident|n|ˈæksɪdənt|1720|нещасний випадок|The accident caused a traffic jam.|Аварія спричинила затор на дорозі.
ache|n/v|eɪk|NULL|біль; боліти|He felt an ache in his back./My head aches.|Він відчував біль у спині./Моя голова болить.
ambulance|n|ˈæmbjʊləns|NULL|швидка допомога|An ambulance arrived quickly.|Швидка допомога приїхала швидко.
ankle|n|ˈæŋkl|3850|щиколотка|He sprained his ankle playing football.|Він підвернув щиколотку, граючи у футбол.
appointment|n|əˈpɔɪntmənt|3048|призначення; зустріч|I have an appointment at 3 PM.|У мене є призначення на 15:00.
aspirin|n|ˈæspərɪn|NULL|аспірин|He took an aspirin for his headache.|Він прийняв аспірин від головного болю.
balance|n|ˈbæləns|2788|баланс; рівновага|He has a good sense of balance.|У нього добре відчуття рівноваги.
bandage|n|ˈbændɪdʒ|NULL|бинт|She wrapped the wound with a bandage.|Вона обмотала рану бинтом.
bend|v|bɛnd|2213|гнути; згинати|She bent the wire into a shape.|Вона зігнула дріт у форму.
bleed|v|bliːd|NULL|кровоточити|His cut started to bleed.|Його поріз почав кровоточити.
blood|n|blʌd|693|кров|He donated blood at the hospital.|Він здав кров у лікарні.
bone|n|boʊn|1450|кістка|The dog buried the bone in the yard.|Собака закопав кістку у дворі.
break|v|breɪk|1077|ламати; перерва|He accidentally broke the vase./Let's take a break.|Він випадково розбив вазу./Давай зробимо перерву.
breath|n|brɛθ|1637|дихання|He took a deep breath before diving.|Він зробив глибокий вдих перед зануренням.
breathe|v|briːð|2284|дихати|It's hard to breathe in this polluted air.|Важко дихати в цьому забрудненому повітрі.
chemist|n|ˈkɛmɪst|NULL|хімік; аптекар|He's a chemist working on new compounds.|Він хімік, який працює над новими сполуками.
chin|n|ʧɪn|3984|підборіддя|He has a strong chin.|У нього сильне підборіддя.
clean|adj|cliːn|1914|чистий|The room was very clean.|Кімната була дуже чистою.
cold|adj|kəʊld|3518|холодний|It's very cold outside today.|Сьогодні дуже холодно на вулиці.
cough|n|kɒf|NULL|кашель|He has a bad cough.|У нього сильний кашель.
cut|v|kʌt|1505|різати; відрізати|She cut her finger with a knife.|Вона порізала палець ножем.
damage|n|ˈdæmɪdʒ|3024|шкода; пошкодження|The storm caused severe damage.|Буря спричинила сильні пошкодження.  
dentist|n|ˈdɛntɪst|NULL|стоматолог|I have an appointment with the dentist.|У мене запис до стоматолога.  
diet|n|ˈdaɪət|2158|дієта; харчування|She follows a healthy diet./His diet consists mainly of vegetables.|Вона дотримується здорової дієти./Його харчування складається переважно з овочів.  
dressing|n|ˈdresɪŋ|NULL|заправка; соус|She added some dressing to the salad.|Вона додала трохи заправки до салату.
earache|n|ˈɪəreɪk|NULL|вушна біль|He has an earache from the cold.|У нього болить вухо через холод.
emergency|n|ɪˈmɜːrdʒənsi|1738|надзвичайна ситуація; невідкладність|Call 911 in an emergency.|Дзвони 911 у надзвичайній ситуації.
faint|v|feɪnt|4156|знепритомніти; втрачати свідомість|She fainted from the heat.|Вона знепритомніла від спеки.
feel better|v|ˌfiːl ˈbɛtər|NULL|почуватися краще|I hope you feel better soon.|Сподіваюся, ти скоро почуватимешся краще.
fever|n|ˈfiːvər|4418|лихоманка; гарячка|He has a high fever.|У нього висока температура.
flu|n|fluː|NULL|грип|He has the flu.|Він хворіє на грип.
get better|v|ˌɡɛt ˈbɛtər|NULL|видужувати|He's getting better after his illness.|Він видужує після хвороби.
go jogging|v|ˌɡoʊ ˈdʒɒɡɪŋ|NULL|бігати трусцою|I go jogging every morning.|Я бігаю трусцою кожного ранку.
gym|n|dʒɪm|3912|спортзал|I go to the gym three times a week.|Я ходжу в спортзал три рази на тиждень.
headache|n|ˈhɛdˌeɪk|4806|головний біль|I have a terrible headache.|У мене жахливий головний біль.
hospital|n|ˈhɒspɪtəl|648|лікарня|He was taken to the hospital after the accident.|Після аварії його відвезли до лікарні.
hurt|v|hɜːt|1143|боліти; поранити|My leg hurts./He hurt his arm playing football.|У мене болить нога./Він поранив руку, граючи у футбол.
ill|adj|ɪl|2970|хворий|She's been ill for a week now.|Вона вже тиждень хвора.
illness|n|ˈɪlnəs|2325|хвороба|He recovered from his illness quickly.|Він швидко одужав від своєї хвороби.
injure|v|ˈɪndʒər|3755|травмувати|He was injured in the accident.|Він був травмований в аварії.
keep fit|v|ˌkiːp ˈfɪt|NULL|тримати себе в формі|He keeps fit by running every day.|Він тримає себе в формі, бігаючи щодня.
knee|n|niː|1497|коліно|He hurt his knee playing football.|Він пошкодив коліно, граючи у футбол.
medicine|n|ˈmɛdɪsɪn|1481|медицина; ліки|He's studying medicine./Take your medicine.|Він вивчає медицину./Прийми свої ліки.
operate|v|ˈɒpəreɪt|1316|оперувати; керувати|The surgeon will operate tomorrow./Can you operate this machine?|Хірург буде оперувати завтра./Чи можете ви керувати цим пристроєм?
operation|n|ˌɒpəˈreɪʃən|829|операція; діяльність|He had an operation on his knee./The company's operation expanded globally.|Він мав операцію на коліні./Діяльність компанії розширилася по всьому світу.
pain|n|peɪn|940|біль|He felt a sharp pain in his back.|Він відчув гострий біль у спині.
painful|adj|ˈpeɪnfʊl|3060|болючий|The injury was quite painful.|Травма була досить болючою.
patient|n|ˈpeɪʃənt|3526|пацієнт; терплячий|The doctor examined the patient carefully.|Лікар уважно оглянув пацієнта.
pharmacy|n|ˈfɑːrməsi|NULL|аптека|I bought some medicine at the pharmacy.|Я купив ліки в аптеці.
pill|n|pɪl|3455|таблетка|She took a pill for her headache.|Вона прийняла таблетку від головного болю.
prescription|n|prɪˈskrɪpʃən|3339|рецепт|He filled his prescription at the pharmacy.|Він забрав свій рецепт в аптеці.
recover|v|rɪˈkʌvər|2150|відновлювати; повертатися|He's recovering from the flu./They hope to recover the lost documents.|Він відновлюється після грипу./Вони сподіваються повернути втрачені документи.
run|v|rʌn|1257|бігати|She likes to run in the morning.|Вона любить бігати вранці.
shoulder|n|ˈʃoʊldər|989|плече|She carried her bag on her shoulder.|Вона несла сумку на плечі.
sick|adj|sɪk|1759|хворий|He stayed home because he was sick.|Він залишився вдома, бо був хворий.
skin|n|skɪn|1022|шкіра|Her skin is very sensitive.|У неї дуже чутлива шкіра.
sore throat|n|ˌsɔːr ˈθroʊt|NULL|ангіна; болить горло|I have a sore throat, can't speak much./My throat is sore.|У мене ангіна, не можу багато говорити./У мене болить горло.
stomach ache|n|ˈstʌmək eɪk|NULL|боль у животі|I've got a stomach ache from eating too much.|У мене болить живіт від переїдання.
stress|n|strɛs|2953|стрес; напруга|He's under a lot of stress at work./The bridge can't handle that much stress.|Він відчуває багато стресу на роботі./Міст не витримає такої напруги.
swim|v|swɪm|2871|плавати|Do you like to swim in the sea?|Тобі подобається плавати в морі?
tablet|n|ˈtæblət|NULL|таблетка; планшет|He took a tablet for his headache./She uses her tablet for work.|Він прийняв таблетку від головного болю./Вона використовує свій планшет для роботи.
take exercise|v|ˌteɪk ˈɛksəsaɪz|NULL|займатися спортом|It's important to take exercise regularly.|Важливо регулярно займатися спортом.
temperature|n|ˈtɛmpərətʃər|1631|температура|The temperature is dropping tonight.|Температура знижується сьогодні вночі.
thumb|n|θʌm|3785|великий палець|He hurt his thumb while playing.|Він поранив великий палець під час гри.
toes|n|toʊz|NULL|пальці ніг|My toes are cold.|Мої пальці ніг холодні.
toothache|n|ˈtuːθˌeɪk|NULL|зубний біль|She has a terrible toothache.|У неї жахливий зубний біль.
walk|v|wɔːk|2223|ходити; прогулянка|Let's go for a walk in the park./He likes to walk to work.|Давай прогуляємося в парку./Йому подобається ходити на роботу пішки.
worse|adj|wɜːrs|NULL|гірший|His condition got worse.|Його стан погіршився.
wound|n|wuːnd|4564|рана|He got a wound on his leg.|Він отримав рану на нозі.

Category: Hobbies and Leisure
barbecue|n|ˈbɑːrbɪkjuː|NULL|барбекю|We had a barbecue in the backyard.|Ми влаштували барбекю на задньому дворі.
camera|n|ˈkæmərə|952|камера; фотоапарат|She took photos with her new camera.|Вона робила фото новим фотоапаратом.
camp|n|kæmp|1192|табір|They set up camp near the river.|Вони розбили табір біля річки.
camping|n|ˈkæmpɪŋ|NULL|кемпінг|We went camping in the mountains.|Ми ходили в кемпінг у горах.
campsite|n|ˈkæmpˌsaɪt|NULL|табір для кемпінгу|The campsite had great facilities.|Табір для кемпінгу мав зручності.
chess|n|ʧɛs|NULL|шахи|They played chess all evening.|Вони грали в шахи весь вечір.
club|n|klʌb|1263|клуб|She's a member of the book club.|Вона член книжкового клубу.
collect|v|kəˈlɛkt|1325|збирати; колекціонувати|He likes to collect stamps.|Він любить збирати марки.
collection|n|kəˈlɛkʃən|1049|колекція; збір|His collection of books is impressive.|Його колекція книг вражає.
computer|n|kəmˈpjuːtər|590|комп'ютер|He's good with computers.|Він добре розуміється на комп'ютерах.
cruise|n|kruːz|4738|круїз; подорож|We went on a cruise around the Mediterranean.|Ми вирушили в круїз Середземним морем.
dancing|n|ˈdænsɪŋ|4760|танці|Dancing makes me happy.|Танці роблять мене щасливим.  
doll|n|dɒl|3858|лялька|She gave her little sister a new doll.|Вона подарувала молодшій сестрі нову ляльку.
drawing|n|ˈdrɔːɪŋ|2544|малювання|Her drawing skills are impressive.|Її навички малювання вражають.
facilities|n|fəˈsɪlɪtiz|NULL|обладнання; умови|The hotel has great facilities.|Готель має чудові умови.
fan|n|fæn|1212|вентилятор; фанат|He is a big football fan.|Він великий фанат футболу.
fiction|n|ˈfɪkʃən|2786|вигадка; художня література|I enjoy reading fiction.|Я люблю читати художню літературу.
fit|adj|fɪt|3428|підходящий; здоровий|He is very fit.|Він у чудовій фізичній формі.
gallery|n|ˈɡæləri|3382|галерея|We visited an art gallery in the city.|Ми відвідали художню галерею в місті.
guitar|n|ɡɪˈtɑː|3692|гітара|He plays the guitar beautifully.|Він чудово грає на гітарі.
hang out|v|ˌhæŋ ˈaʊt|NULL|тусити; проводити час|They like to hang out at the park.|Вони люблять тусити в парку.
hire|v/n|ˈhaɪə|1500|наймати; оренда|They hired a new employee./The car is available for hire.|Вони найняли нового працівника./Машина доступна для оренди.
jogging|n|ˈdʒɒɡɪŋ|NULL|біг підтюпцем|Jogging is good for health.|Біг підтюпцем корисний для здоров'я.
join in|v|ˌdʒɔɪn ˈɪn|NULL|приєднуватися|Everyone is welcome to join in the fun.|Усі запрошуються приєднатися до веселощів.
keen on|adj|ˌkiːn ˈɒn|NULL|захоплюватися; любити|She's keen on swimming.|Вона захоплюється плаванням.
keep|v|kiːp|156|зберігати; тримати|Keep this secret./Can you keep the dog for a while?|Зберігай цю таємницю./Чи можете ви потримати собаку на якийсь час?
member|n|ˈmɛmbə|286|член; учасник|She's a member of the club.|Вона член клубу.
model|n|ˈmɒdəl|4527|модель|She's a successful fashion model.|Вона успішна модель.
museum|n|mjuˈziːəm|1736|музей|They spent the afternoon at the history museum.|Вони провели післяобідній час в історичному музеї.
music|n|ˈmjuːzɪk|393|музика|Listening to music helps me relax.|Слухання музики допомагає мені розслабитися.
opening hours|n|ˈoʊpənɪŋ ˈaʊərz|NULL|години роботи|What are the opening hours of the museum?|Які години роботи музею?
painting|n|ˈpeɪntɪŋ|1060|малювання|His favorite hobby is painting.|Його улюблене хобі — малювання.
picnic|n|ˈpɪknɪk|NULL|пікнік|We had a picnic by the river.|Ми влаштували пікнік біля річки.
playground|n|ˈpleɪɡraʊnd|NULL|ігровий майданчик|The children are playing at the playground.|Діти грають на ігровому майданчику.
playing cards|n|ˈpleɪɪŋ kɑːdz|NULL|гральні карти|Let's play a game with these playing cards.|Давай зіграємо в гру цими гральними картами.
quiz|n|kwɪz|NULL|вікторина|We had a quiz on history last week.|У нас була вікторина з історії минулого тижня.
sculpture|n|ˈskʌlptʃər|3457|скульптура|The sculpture in the park is very beautiful.|Скульптура в парку дуже красива.
sightseeing|n|ˈsaɪtˌsiːɪŋ|NULL|екскурсія|We spent the day sightseeing in the city.|Ми провели день, оглядаючи визначні місця міста.
slide|n|slaɪd|3712|гірка|The children played on the slide.|Діти грали на гірці.
sunbathe|v|ˈsʌnˌbeɪð|NULL|засмагати|They like to sunbathe on the beach.|Вони люблять засмагати на пляжі.
swings|n|swɪŋz|NULL|гойдалки|The park has several swings for kids.|У парку є кілька гойдалок для дітей.
tent|n|tɛnt|3095|намет|We set up our tent in the campsite.|Ми встановили намет на кемпінгу.

Category: House and Home
DVD|n|ˌdiːˌviːˈdiː|NULL|DVD-диск|I bought a movie on DVD.|Я купив фільм на DVD.
TV|n|ˌtiːˈviː|797|телевізор|He watches TV every evening.|Він дивиться телевізор кожного вечора.
accommodation|n|əˌkɒməˈdeɪʃn|NULL|житло; розміщення|We found suitable accommodation for the weekend.|Ми знайшли підходяще житло на вихідні.
address|n/v|əˈdres|1820|адреса; звертатися|Write down your address here./He addressed the crowd with a speech.|Запишіть тут свою адресу./Він звернувся до натовпу з промовою.
air-conditioning|n|ˈeər kənˌdɪʃənɪŋ|NULL|кондиціонування повітря|The room has air-conditioning.|У кімнаті є кондиціонування повітря.
alarm clock|n|əˈlɑːrm klɒk|NULL|будильник|I set my alarm clock for 7 AM.|Я налаштував свій будильник на 7 ранку.
alarm|n/v|əˈlɑːrm|3728|тривога; сповіщати|The alarm went off at 6 AM./He alarmed everyone with the news.|Тривога спрацювала о 6 ранку./Він сповістив усіх новинами.
antique|n/adj|ænˈtiːk|NULL|антикваріат; антикварний|She collects antique furniture./The ring is antique.|Вона збирає антикварні меблі./Цей перстень антикварний.
apartment|n|əˈpɑːtmənt|1280|квартира|They live in a small apartment.|Вони живуть у маленькій квартирі.
armchair|n|ˈɑːmtʃeə|NULL|крісло|She sat in the comfortable armchair.|Вона сиділа в зручному кріслі.
balcony|n|ˈbælkəni|NULL|балкон|They enjoyed the view from the balcony.|Вони насолоджувалися видом з балкона.
basement|n|ˈbeɪsmənt|3632|підвал|The old house had a damp basement.|Старий будинок мав вологий підвал.
basin|n|ˈbeɪsɪn|NULL|миска; басейн|She washed her face in the basin.|Вона вмилася у мисці.
bath|n|bɑːθ|3923|ванна|She took a long bath to relax.|Вона прийняла довгу ванну, щоб розслабитися.
bathroom|n|ˈbɑːθruːm|2426|ванна кімната|The bathroom is on the right.|Ванна кімната праворуч.
bed|n|bɛd|684|ліжко|She went to bed early.|Вона лягла спати рано.
bedroom|n|ˈbɛdrʊm|1883|спальня|The bedroom overlooks the garden.|Спальня виходить у сад.
bell|n|bɛl|2669|дзвін; дзвоник|The bell rang for lunch.|Прозвучав дзвоник на обід.
bin|n|bɪn|NULL|сміттєве відро|Throw the trash in the bin.|Кинь сміття у відро.
blanket|n|ˈblæŋkɪt|3332|ковдра|She wrapped herself in a warm blanket.|Вона загорнулася в теплу ковдру.
blind|adj|blaɪnd|2739|сліпий|He is blind in one eye.|Він сліпий на одне око.
block|n|blɒk|2428|блок; квартал|The store is around the next block.|Магазин за наступним кварталом.
board|n|bɔːd|667|дошка; рада|He wrote on the whiteboard.|Він писав на білі дошці.
bookshelf|n|ˈbʊkʃɛlf|NULL|книжкова полиця|The books were neatly arranged on the bookshelf.|Книги були акуратно розставлені на книжковій полиці.
brick|n|brɪk|3343|цегла|The house is made of red brick.|Будинок побудований з червоної цегли.
brush|n|brʌʃ|3449|щітка|Use this brush to paint the wall.|Використовуйте цю щітку для фарбування стіни.
bucket|n|ˈbʌkɪt|4868|відро|He carried water in a bucket.|Він ніс воду у відрі.
bulb|n|bʌlb|4952|цибулина; лампочка|Change the light bulb, it's burned out.|Замініть лампочку, вона перегоріла.
candle|n|ˈkændl|3965|свічка|She lit a candle for the ambiance.|Вона запалила свічку для атмосфери.
carpet|n|ˈkɑːrɪt|4142|килим|They replaced the old carpet with a new one.|Вони замінили старий килим на новий.
cassette player|n|kəˈsɛt ˈpleɪər|NULL|магнітофон|She listened to her favorite music on a cassette player.|Вона слухала свою улюблену музику на магнітофоні.
ceiling|n|ˈsiːlɪŋ|2662|стеля|The ceiling was painted white.|Стеля була пофарбована в білий колір.
cellar|n|ˈsɛlər|NULL|підвал|The wine is stored in the cellar.|Вино зберігається в підвалі.
central heating|n|ˈsɛntrəl ˈhiːtɪŋ|NULL|центральне опалення|Their house has central heating.|У них у будинку є центральне опалення.
chair|n|ʧeər|949|стілець|Please take a chair and sit down.|Будь ласка, візьміть стілець і сядьте.
channel|n|ˈʧænəl|2541|канал; прохід|He changed the channel on the TV.|Він змінив канал на телевізорі.
chest of drawers|n|ˌʧɛst əv ˈdrɔːrz|NULL|комод|She keeps her clothes in the chest of drawers.|Вона зберігає одяг у комоді.
chimney|n|ˈʧɪmni|NULL|димар; комин|Smoke was coming out of the chimney.|З комина виходив дим.
cloakroom|n|ˈkləʊkruːm|NULL|гардероб|Leave your coat in the cloakroom.|Залиште своє пальто в гардеробі.
clock|n|klɒk|2658|годинник|The clock on the wall showed it was late.|Годинник на стіні показував, що вже пізно.
coal|n|koʊl|3366|вугілля|The power plant runs on coal.|Електростанція працює на вугіллі.
computer|n|kəmˈpjuːtər|590|комп'ютер|He's good with computers.|Він добре розуміється на комп'ютерах.
cooker|n|ˈkʊkər|NULL|плита; кухонна піч|The cooker is broken.|Плита зламалася.
corridor|n|ˈkɒrɪdɔːr|3507|коридор|The corridor is very long.|Коридор дуже довгий.
cottage|n|ˈkɒtɪdʒ|4820|котедж; садиба|They live in a small cottage by the sea.|Вони живуть у маленькому котеджі біля моря.
cupboard|n|ˈkʌbəd|NULL|шафа; буфет|I put the dishes in the cupboard.|Я поставив посуд у шафу.
curtain|n|ˈkɜːtn|3659|занавіска; штора|Please close the curtains.|Будь ласка, зачини штори.
cushion|n|ˈkʊʃən|NULL|подушка; м'яка підкладка|The sofa has soft cushions.|На дивані м'які подушки.
desk|n|dɛsk|1669|стіл; письмовий стіл|He sat at his desk./The teacher's desk was covered with books.|Він сидів за своїм столом./Учительський письмовий стіл був вкритий книгами.  
digital|adj|ˈdɪdʒɪtəl|2377|цифровий|He bought a digital camera./Digital technology is advancing fast.|Він купив цифрову камеру./Цифрові технології швидко розвиваються.  
